ΕΛΛΗΝΙΚΗ ΟΝΟΜΑΤΟΛΟΓΙΑ ΚΑΙ ΚΩΔΙΚΟΠΟΙΗΣΗ ΤΩΝ ΙΑΤΡΙΚΩΝ ΠΡΑΞΕΩΝ;;;;;;;
Α/α;ΚΩΔΙΚΟΣ;ΤΕΛΙΚΕΣ ΟΝΟΜΑΣΙΕΣ ΙΑΤΡΙΚΩΝ ΠΡΑΞΕΩΝ;;;;;
5110;X683543;ΑΠΟΚΡΙΣΗ ΜΕΣΩ ΕΡΕΘΙΣΜΑΤΟΣ (ΠΧ, ΜΕΤΡΗΣΗ ΧΡΟΝΟΥ ΚΑΘΥΣΤΕΡΗΣΗΣ ΒΟΛΒΟΣΗΡΑΓΓΩΔΟΥΣ ΑΝΤΑΝΑΚΛΑΣΤΙΚΟΥ);;;;;
5111;X683549;ΜΕΛΕΤΕΣ ΠΙΕΣΗΣ ΕΚΚΕΝΩΣΗΣ (VP)· ΠΙΕΣΗ ΕΚΚΕΝΩΣΗΣ ΟΥΡΟΔΟΧΟΥ ΚΥΣΤΗΣ, ΟΠΟΙΑΔΗΠΟΤΕ ΤΕΧΝΙΚΗ;;;;;
5112;X683553;ΜΕΛΕΤΕΣ ΠΙΕΣΗΣ ΕΚΚΕΝΩΣΗΣ (VP)· ΕΝΔΟΚΟΙΛΙΑΚΗ ΠΙΕΣΗ ΕΚΚΕΝΩΣΗΣ (AP) (ΟΡΘΟΥ, ΓΑΣΤΡΙΚΗ, ΕΝΔΟΠΕΡΙΤΟΝΑΪΚΗ) (ΑΝΑΦΕΡΑΤΕ ΞΕΧΩΡΙΣΤΑ ΜΑΖΙ ΜΕ ΤΟΝ ΚΩΔΙΚΟ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ);;;;;
5113;X683555;ΜΕΤΡΗΣΗ ΥΠΟΛΕΙΠΟΜΕΝΩΝ ΟΥΡΩΝ ΜΕΤΑ ΤΗΝ ΟΥΡΗΣΗ Ή/ΚΑΙ ΤΗΣ ΧΩΡΗΤΙΚΟΤΗΤΑΣ ΤΗΣ ΟΥΡΟΔΟΧΟΥ ΚΥΣΤΗΣ ΜΕ ΥΠΕΡΗΧΟ, ΧΩΡΙΣ ΑΠΕΙΚΟΝΙΣΗ;;;;;
5114;X683559;ΚΥΣΤΕΟΠΛΑΣΤΙΚΗ Ή ΚΥΣΤΕΟΟΥΡΗΘΡΟΠΛΑΣΤΙΚΗ, ΠΛΑΣΤΙΚΗ ΕΠΕΜΒΑΣΗ ΟΥΡΟΔΟΧΟΥ ΚΥΣΤΗΣ Η/ΚΑΙ ΚΥΣΤΙΚΟΥ ΑΥΧΕΝΑ (ΕΜΠΡΟΣΘΙΑ ΤΟΜΗ Υ-PLASTY, ΕΚΤΟΜΗ ΚΥΣΤΙΚΟΥ ΒΥΘΟΥ), ΟΠΟΙΑΔΗΠΟΤΕ ΔΙΑΔΙΚΑΣΙΑ, ΜΕ Ή ΧΩΡΙΣ ΣΦΗΝΟΕΙΔΗ ΕΚΤΟΜΗ ΤΟΥ ΟΠΙΣΘΙΟΥ ΚΥΣΤΙΚΟΥ ΑΥΧΕΝΑ;;;;;
5115;X683599;ΚΥΣΤΕΟΟΥΡΗΘΡΟΠΛΑΣΤΙΚΗ ΜΕ ΕΤΕΡΟΠΛΕΥΡΗ Ή ΑΜΦΟΤΕΡΟΠΛΕΥΡΗ ΧΕΙΡΟΥΡΓΙΚΗ ΜΕΤΑΦΟΡΑ ΤΟΥ ΟΥΡΗΤΗΡΑ ΣΕ ΔΙΑΦΟΡΕΤΙΚΗ ΘΕΣΗ ΣΤΗΝ ΟΥΡΟΔΟΧΟ ΚΥΣΤΗ;;;;;
5116;X683639;ΕΜΠΡΟΣΘΙΑ ΚΥΣΤΕΟΟΥΡΗΘΡΟΠΗΞΙΑ, Ή ΟΥΡΗΘΡΟΠΗΞΙΑ (ΠΧ, MARSHALL-MARCHETTI-KRANTZ, BURCH)· ΑΠΛΗ;;;;;
5117;X683641;ΕΜΠΡΟΣΘΙΑ ΚΥΣΤΕΟΟΥΡΗΘΡΟΠΗΞΙΑ, Ή ΟΥΡΗΘΡΟΠΗΞΙΑ (ΠΧ, MARSHALL-MARCHETTI-KRANTZ, BURCH)· ΕΠΙΠΛΕΓΜΕΝΗ (ΠΧ, ΔΕΥΤΕΡΕΥΟΥΣΑ ΑΠΟΚΑΤΑΣΤΑΣΗ);;;;;
5118;X683649;ΑΝΑΡΤΗΣΗ ΚΟΙΛΙΟΚΟΛΠΙΚΟΥ ΚΥΣΤΙΚΟΥ ΑΥΧΕΝΑ, ΜΕ Ή ΧΩΡΙΣ ΕΝΔΟΣΚΟΠΙΚΟ ΕΛΕΓΧΟ (ΠΧ, STAMEY, RAZ, ΤΡΟΠΟΠΟΙΗΜΕΝΟΣ PEREYRA, ΤΑΙΝΙΕΣ ΕΛΕΥΘΕΡΕΣ ΤΑΣΗΣ);;;;;
5119;X683679;ΚΥΣΤΕΟΡΡΑΦΗ, ΡΑΦΗ ΤΡΑΥΜΑΤΟΣ, ΠΛΗΓΗΣ Ή ΡΗΞΗΣ ΟΥΡΟΔΟΧΟΥ ΚΥΣΤΗΣ· ΑΠΛΗ;;;;;
5120;X683689;ΚΥΣΤΕΟΡΡΑΦΗ, ΡΑΦΗ ΤΡΑΥΜΑΤΟΣ, ΠΛΗΓΗΣ Ή ΡΗΞΗΣ ΟΥΡΟΔΟΧΟΥ ΚΥΣΤΗΣ· ΕΠΙΠΛΕΓΜΕΝΗ;;;;;
5121;X683719;ΣΥΓΚΛΕΙΣΗ ΚΥΣΤΕΟΣΤΟΜΙΑΣ (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ);;;;;
5122;X683759;ΕΚΤΟΜΗ ΚΥΣΤΕΟΚΟΛΠΙΚΟΥ ΣΥΡΙΓΓΙΟΥ, ΚΟΙΛΙΑΚΗ ΠΡΟΣΠΕΛΑΣΗ;;;;;
5123;X683799;ΕΚΤΟΜΗ ΚΥΣΤΕΟΜΗΤΡΙΚΟΥ ΣΥΡΙΓΓΙΟΥ·;;;;;
5124;X683809;ΕΚΤΟΜΗ ΚΥΣΤΕΟΜΗΤΡΙΚΟΥ ΣΥΡΙΓΓΙΟΥ· ΜΕ ΥΣΤΕΡΕΚΤΟΜΗ;;;;;
5125;X683839;ΣΥΓΚΛΕΙΣΗ, ΕΚΣΤΡΟΦΗ ΤΗΣ ΟΥΡΟΔΟΧΟΥ ΚΥΣΤΗΣ;;;;;
5126;X683879;ΕΝΤΕΡΟΚΥΣΤΕΟΠΛΑΣΤΙΚΗ, ΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΑΝΑΣΤΟΜΩΣΗΣ ΕΝΤΕΡΟΥ;;;;;
5127;X683919;ΔΕΡΜΑΤΙΚΗ ΚΥΣΤΕΟΣΤΟΜΙΑ;;;;;
5128;X683939;ΛΑΠΑΡΟΣΚΟΠΙΚΗ, ΧΕΙΡΟΥΡΓΙΚΗ· ΑΝΑΡΤΗΣΗ ΟΥΡΗΘΡΑΣ ΓΙΑ ΑΚΡΑΤΙΑ;;;;;
5129;X683943;ΛΑΠΑΡΟΣΚΟΠΙΚΗ, ΧΕΙΡΟΥΡΓΙΚΗ· ΕΠΕΜΒΑΣΗ ΣΤΗΡΙΞΗΣ ΓΙΑ ΑΚΡΑΤΙΑ (ΠΧ, ΠΕΡΙΤΟΝΙΑ Ή ΣΥΝΘΕΤΙΚΗ);;;;;
5130;X683957;ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ ΛΑΠΑΡΟΣΚΟΠΗΣΗΣ, ΟΥΡΟΔΟΧΟΣ ΚΥΣΤΗ;;;;;
5131;X683957.1;ΡΟΜΠΟΤΙΚΗ, ΧΕΙΡΟΥΡΓΙΚΗ· ΑΝΑΡΤΗΣΗ ΟΥΡΗΘΡΑΣ ΓΙΑ ΑΚΡΑΤΙΑ;;;;;
5132;X683957.2;ΡΟΜΠΟΤΙΚΗ, ΧΕΙΡΟΥΡΓΙΚΗ· ΕΠΕΜΒΑΣΗ ΣΤΗΡΙΞΗΣ ΓΙΑ ΑΚΡΑΤΙΑ (ΠΧ, ΠΕΡΙΤΟΝΙΑ Ή ΣΥΝΘΕΤΙΚΗ);;;;;
5133;X683957.3;ΛΑΠΑΡΟΣΚΟΠΙΚΗ, ΧΕΙΡΟΥΡΓΙΚΗ·ΚΥΣΤΕΚΤΟΜΗ, ΜΕΡΙΚΗ· ΑΠΛΗ;;;;;
5134;X683957.4;ΛΑΠΑΡΟΣΚΟΠΙΚΗ, ΧΕΙΡΟΥΡΓΙΚΗ·ΚΥΣΤΕΚΤΟΜΗ, ΜΕΡΙΚΗ· ΕΠΙΠΛΕΓΜΕΝΗ (ΠΧ, ΜΕΤΑΚΤΙΝΙΚΗ ΠΕΡΙΟΔΟΣ, ΠΡΟΗΓΟΥΜΕΝΗ ΕΓΧΕΙΡΙΣΗ, ΔΥΣΚΟΛΗ ΘΕΣΗ);;;;;
5135;X683957.5;ΛΑΠΑΡΟΣΚΟΠΙΚΗ, ΧΕΙΡΟΥΡΓΙΚΗ·ΚΥΣΤΕΚΤΟΜΗ, ΜΕΡΙΚΗ, ΜΕ ΕΠΑΝΕΜΦΥΤΕΥΣΗ ΟΥΡΗΤΗΡΑ(ΩΝ) ΣΤΗΝ ΟΥΡΟΔΟΧΟ ΚΥΣΤΗ (ΧΕΙΡΟΥΡΓΙΚΗ ΜΕΤΑΦΟΡΑ ΤΟΥ ΟΥΡΗΤΗΡΑ ΣΕ ΔΙΑΦΟΡΕΤΙΚΗ ΘΕΣΗ ΣΤΗΝ ΟΥΡΟΔΟΧΟ ΚΥΣΤΗ);;;;;
5136;X683957.6;ΛΑΠΑΡΟΣΚΟΠΙΚΗ, ΧΕΙΡΟΥΡΓΙΚΗ·ΚΥΣΤΕΚΤΟΜΗ, ΠΛΗΡΗΣ· (ΞΕΧΩΡΙΣΤΗ ΕΠΕΜΒΑΣΗ);;;;;
5137;X683957.7;ΛΑΠΑΡΟΣΚΟΠΙΚΗ, ΧΕΙΡΟΥΡΓΙΚΗ·ΚΥΣΤΕΚΤΟΜΗ, ΠΛΗΡΗΣ· ΜΕ ΠΥΕΛΙΚΗ ΛΕΜΦΑΔΕΝΕΚΤΟΜΗ ΑΜΦΩ, ΠΕΡΙΛΑΜΒΑΝΟΜΕΝΩΝ ΤΩΝ ΕΞΩΤΕΡΙΚΩΝ ΛΑΓΟΝΙΩΝ, ΥΠΟΓΑΣΤΡΙΚΩΝ ΚΑΙ ΘΥΡΟΕΙΔΩΝ ΛΕΜΦΑΔΕΝΩΝ;;;;;
5138;X683957.8;ΛΑΠΑΡΟΣΚΟΠΙΚΗ, ΧΕΙΡΟΥΡΓΙΚΗ·ΚΥΣΤΕΚΤΟΜΗ, ΠΛΗΡΗΣ, ΜΕ ΑΝΑΣΤΟΜΩΣΗ ΤΟΥ ΟΥΡΗΤΗΡΑ ΜΕ ΤΟ ΣΙΓΜΟΕΙΔΕΣ Ή ΟΥΡΗΤΗΡΟΔΕΡΜΑΤΙΚΕΣ ΜΕΤΑΜΟΣΧΕΥΣΕΙΣ·;;;;;
5139;X683957.9;ΛΑΠΑΡΟΣΚΟΠΙΚΗ, ΧΕΙΡΟΥΡΓΙΚΗ·ΚΥΣΤΕΚΤΟΜΗ, ΠΛΗΡΗΣ, ΜΕ ΑΝΑΣΤΟΜΩΣΗ ΤΟΥ ΟΥΡΗΤΗΡΑ ΜΕ ΤΟ ΣΙΓΜΟΕΙΔΕΣ Ή ΟΥΡΗΤΗΡΟΔΕΡΜΑΤΙΚΕΣ ΜΕΤΑΜΟΣΧΕΥΣΕΙΣ· ΜΕ ΠΥΕΛΙΚΗ ΛΕΜΦΑΔΕΝΕΚΤΟΜΗ ΑΜΦΩ, ΠΕΡΙΛΑΜΒΑΝΟΜΕΝΩΝ ΤΩΝ ΕΞΩΤΕΡΙΚΩΝ ΛΑΓΟΝΙΩΝ, ΥΠΟΓΑΣΤΡΙΚΩΝ ΚΑΙ ΘΥΡΟΕΙΔΩΝ ΛΕΜΦΑΔΕΝΩΝ;;;;;
5140;X683957.10;ΛΑΠΑΡΟΣΚΟΠΙΚΗ, ΧΕΙΡΟΥΡΓΙΚΗ·ΚΥΣΤΕΚΤΟΜΗ, ΠΛΗΡΗΣ, ΜΕ ΣΩΛΗΝΑ ΟΥΡΗΤΗΡΑ-ΕΙΛΕΟΥ Ή ΣΙΓΜΟΕΙΔΟΥΣ ΟΥΡΟΔΟΧΟΥ ΚΥΣΤΗΣ, ΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΑΝΑΣΤΟΜΩΣΗΣ ΕΝΤΕΡΟΥ;;;;;
5141;X683957.11;ΛΑΠΑΡΟΣΚΟΠΙΚΗ, ΧΕΙΡΟΥΡΓΙΚΗ·ΚΥΣΤΕΚΤΟΜΗ, ΠΛΗΡΗΣ, ΜΕ ΣΩΛΗΝΑ ΟΥΡΗΤΗΡΑ-ΕΙΛΕΟΥ Ή ΣΙΓΜΟΕΙΔΟΥΣ ΟΥΡΟΔΟΧΟΥ ΚΥΣΤΗΣ, ΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΑΝΑΣΤΟΜΩΣΗΣ ΕΝΤΕΡΟΥ· ΜΕ ΠΥΕΛΙΚΗ ΛΕΜΦΑΔΕΝΕΚΤΟΜΗ ΑΜΦΩ,  ΠΕΡΙΛΑΜΒΑΝΟΜΕΝΩΝ ΤΩΝ ΕΞΩΤΕΡΙΚΩΝ ΛΑΓΟΝΙΩΝ, ΥΠΟΓΑΣΤΡΙΚΩΝ ΚΑΙ ΘΥΡΕΟΕΙΔΩΝ ΛΕΜΦΑΔΕΝΩΝ;;;;;
5142;X683957.12;ΛΑΠΑΡΟΣΚΟΠΙΚΗ, ΧΕΙΡΟΥΡΓΙΚΗ·ΚΥΣΤΕΚΤΟΜΗ, ΠΛΗΡΗΣ, ΜΕ ΕΓΚΡΑΤΗ EKTROPH, ΟΠΟΙΑΔΗΠΟΤΕ ΑΝΟΙΧΤΗ ΤΕΧΝΙΚΗ, ΜΕ ΧΡΗΣΗ ΟΠΟΙΟΥΔΗΠΟΤΕ ΤΜΗΜΑΤΟΣ ΤΟΥ ΛΕΠΤΟΥ ΚΑΙ/Η ΠΑΧΕΩΣ ΕΝΤΕΡΟΥ ΓΙΑ ΚΑΤΑΣΚΕΥΗ ΝΕΟΚΥΣΤΗΣ;;;;;
5143;X683957.13;ΡΟΜΠΟΤΙΚΗ, ΧΕΙΡΟΥΡΓΙΚΗ·ΚΥΣΤΕΚΤΟΜΗ, ΜΕΡΙΚΗ· ΑΠΛΗ;;;;;
5144;X683957.14;ΡΟΜΠΟΤΙΚΗ,  ΧΕΙΡΟΥΡΓΙΚΗ·ΚΥΣΤΕΚΤΟΜΗ, ΜΕΡΙΚΗ· ΕΠΙΠΛΕΓΜΕΝΗ (ΠΧ, ΜΕΤΑΚΤΙΝΙΚΗ ΠΕΡΙΟΔΟΣ, ΠΡΟΗΓΟΥΜΕΝΗ ΕΓΧΕΙΡΙΣΗ, ΔΥΣΚΟΛΗ ΘΕΣΗ);;;;;
5145;X683957.15;ΡΟΜΠΟΤΙΚΗ,  ΧΕΙΡΟΥΡΓΙΚΗ·ΚΥΣΤΕΚΤΟΜΗ, ΜΕΡΙΚΗ, ΜΕ ΕΠΑΝΕΜΦΥΤΕΥΣΗ ΟΥΡΗΤΗΡΑ(ΩΝ) ΣΤΗΝ ΟΥΡΟΔΟΧΟ ΚΥΣΤΗ (ΧΕΙΡΟΥΡΓΙΚΗ ΜΕΤΑΦΟΡΑ ΤΟΥ ΟΥΡΗΤΗΡΑ ΣΕ ΔΙΑΦΟΡΕΤΙΚΗ ΘΕΣΗ ΣΤΗΝ ΟΥΡΟΔΟΧΟ ΚΥΣΤΗ);;;;;
5146;X683957.16;ΡΟΜΠΟΤΙΚΗ, ΧΕΙΡΟΥΡΓΙΚΗ·ΚΥΣΤΕΚΤΟΜΗ, ΠΛΗΡΗΣ· (ΞΕΧΩΡΙΣΤΗ ΕΠΕΜΒΑΣΗ);;;;;
5147;X683957.17;ΡΟΜΠΟΤΙΚΗ, ΧΕΙΡΟΥΡΓΙΚΗ·ΚΥΣΤΕΚΤΟΜΗ, ΠΛΗΡΗΣ· ΜΕ ΠΥΕΛΙΚΗ ΛΕΜΦΑΔΕΝΕΚΤΟΜΗ ΑΜΦΩ, ΠΕΡΙΛΑΜΒΑΝΟΜΕΝΩΝ ΤΩΝ ΕΞΩΤΕΡΙΚΩΝ ΛΑΓΟΝΙΩΝ, ΥΠΟΓΑΣΤΡΙΚΩΝ ΚΑΙ ΘΥΡΟΕΙΔΩΝ ΛΕΜΦΑΔΕΝΩΝ;;;;;
5148;X683957.18;ΡΟΜΠΟΤΙΚΗ,  ΧΕΙΡΟΥΡΓΙΚΗ·ΚΥΣΤΕΚΤΟΜΗ, ΠΛΗΡΗΣ, ΜΕ ΑΝΑΣΤΟΜΩΣΗ ΤΟΥ ΟΥΡΗΤΗΡΑ ΜΕ ΤΟ ΣΙΓΜΟΕΙΔΕΣ Ή ΟΥΡΗΤΗΡΟΔΕΡΜΑΤΙΚΕΣ ΜΕΤΑΜΟΣΧΕΥΣΕΙΣ·;;;;;
5149;X683957.19;ΡΟΜΠΟΤΙΚΗ,  ΧΕΙΡΟΥΡΓΙΚΗ·ΚΥΣΤΕΚΤΟΜΗ, ΠΛΗΡΗΣ, ΜΕ ΑΝΑΣΤΟΜΩΣΗ ΤΟΥ ΟΥΡΗΤΗΡΑ ΜΕ ΤΟ ΣΙΓΜΟΕΙΔΕΣ Ή ΟΥΡΗΤΗΡΟΔΕΡΜΑΤΙΚΕΣ ΜΕΤΑΜΟΣΧΕΥΣΕΙΣ· ΜΕ ΠΥΕΛΙΚΗ ΛΕΜΦΑΔΕΝΕΚΤΟΜΗ ΑΜΦΩ, ΠΕΡΙΛΑΜΒΑΝΟΜΕΝΩΝ ΤΩΝ ΕΞΩΤΕΡΙΚΩΝ ΛΑΓΟΝΙΩΝ, ΥΠΟΓΑΣΤΡΙΚΩΝ ΚΑΙ ΘΥΡΟΕΙΔΩΝ ΛΕΜΦΑΔΕΝΩΝ;;;;;
5150;X683957.20;ΡΟΜΠΟΤΙΚΗ,  ΧΕΙΡΟΥΡΓΙΚΗ·ΚΥΣΤΕΚΤΟΜΗ, ΠΛΗΡΗΣ, ΜΕ ΣΩΛΗΝΑ ΟΥΡΗΤΗΡΑ-ΕΙΛΕΟΥ Ή ΣΙΓΜΟΕΙΔΟΥΣ ΟΥΡΟΔΟΧΟΥ ΚΥΣΤΗΣ, ΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΑΝΑΣΤΟΜΩΣΗΣ ΕΝΤΕΡΟΥ;;;;;
5151;X683957.21;ΡΟΜΠΟΤΙΚΗ,  ΧΕΙΡΟΥΡΓΙΚΗ·ΚΥΣΤΕΚΤΟΜΗ, ΠΛΗΡΗΣ, ΜΕ ΣΩΛΗΝΑ ΟΥΡΗΤΗΡΑ-ΕΙΛΕΟΥ Ή ΣΙΓΜΟΕΙΔΟΥΣ ΟΥΡΟΔΟΧΟΥ ΚΥΣΤΗΣ, ΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΑΝΑΣΤΟΜΩΣΗΣ ΕΝΤΕΡΟΥ· ΜΕ ΠΥΕΛΙΚΗ ΛΕΜΦΑΔΕΝΕΚΤΟΜΗ ΑΜΦΩ,  ΠΕΡΙΛΑΜΒΑΝΟΜΕΝΩΝ ΤΩΝ ΕΞΩΤΕΡΙΚΩΝ ΛΑΓΟΝΙΩΝ, ΥΠΟΓΑΣΤΡΙΚΩΝ ΚΑΙ ΘΥΡΕΟΕΙΔΩΝ ΛΕΜΦΑΔΕΝΩΝ;;;;;
5152;X683957.22;ΡΟΜΠΟΤΙΚΗ, ΧΕΙΡΟΥΡΓΙΚΗ·ΚΥΣΤΕΚΤΟΜΗ, ΠΛΗΡΗΣ, ΜΕ ΕΓΚΡΑΤΗ EKTROPH, ΟΠΟΙΑΔΗΠΟΤΕ ΑΝΟΙΧΤΗ ΤΕΧΝΙΚΗ, ΜΕ ΧΡΗΣΗ ΟΠΟΙΟΥΔΗΠΟΤΕ ΤΜΗΜΑΤΟΣ ΤΟΥ ΛΕΠΤΟΥ ΚΑΙ/Η ΠΑΧΕΩΣ ΕΝΤΕΡΟΥ ΓΙΑ ΚΑΤΑΣΚΕΥΗ ΝΕΟΚΥΣΤΗΣ;;;;;
5153;X683959;ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ (ΞΕΧΩΡΙΣΤΗ ΕΠΕΜΒΑΣΗ);;;;;
5154;X683961;ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ ΜΕ ΚΑΤΑΙΟΝΙΣΜΟ ΚΑΙ ΕΚΚΕΝΩΣΗ ΠΟΛΛΑΠΛΩΝ ΑΠΟΦΡΑΚΤΙΚΩΝ ΘΡΟΜΒΩΝ;;;;;
5155;X683969;ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΕΝΣΤΑΛΑΞΗ, Ή ΟΥΡΗΤΗΡΟΠΥΕΛΟΓΡΑΦΙΑ, ΑΝΕΥ ΑΚΤΙΝΟΛΟΓΙΚΗΣ ΥΠΗΡΕΣΙΑΣ, (ΜΕ ΑΚΤΙΝΟΛΟΓΙΚΗ ΥΠΗΡΕΣΙΑ);;;;;
5156;X683973;ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΕΝΣΤΑΛΑΞΗ, Ή ΟΥΡΗΤΗΡΟΠΥΕΛΟΓΡΑΦΙΑ, ΜΕ ΑΚΤΙΝΟΛΟΓΙΚΗ ΥΠΗΡΕΣΙΑ, ΜΕ ΒΙΟΨΙΑ ΒΟΥΡΤΣΙΣΜΑΤΟΣ ΤΟΥ ΟΥΡΗΤΗΡΑ Η/ΚΑΙ ΤΗΣ ΝΕΦΡΙΚΗΣ ΠΥΕΛΟΥ;;;;;
5157;X683979;ΑΝΕΝΕΡΓΟΣ;;;;;
5158;X684367;ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΜΕ ΒΙΟΨΙΑ(ΕΣ);;;;;
5159;X684387;ΑΝΕΝΕΡΓΟΣ;;;;;
5160;X684407;ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΜΕ ΗΛΕΚΤΡΟΘΕΡΜΟΚΑΥΤΗΡΙΑΣΗ (ΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΚΡΥΟΧΕΙΡΟΥΡΓΙΚΗΣ Ή ΧΕΙΡΟΥΡΓΙΚΗΣ ΜΕ ΛΕΙΖΕΡ Ή ΑΝΤΙΜΕΤΩΠΙΣΗ ΜΙΚΡΟΤΕΡΩΝ ΒΛΑΒΩΝ (ΛΙΓΟΤΕΡΟ ΑΠΟ 0,5 CM) ΜΕ Η ΧΩΡΙΣ ΒΙΟΨΙΑ;;;;;
5161;X684427;ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΜΕ ΗΛΕΚΤΡΟΘΕΡΜΟΚΑΥΤΗΡΙΑΣΗ (ΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΚΡΥΟΧΕΙΡΟΥΡΓΙΚΗΣ Ή ΧΕΙΡΟΥΡΓΙΚΗΣ ΜΕ ΛΕΙΖΕΡ Ή/ΚΑΙ ΕΚΤΟΜΗ ΜΙΚΡΩΝ ΟΓΚΩΝ ΤΗΣ ΟΥΡΟΔΟΧΟΥ ΚΥΣΤΗΣ (0,5 ΕΩΣ 2,0 CM);;;;;
5162;X684429;ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΜΕ ΗΛΕΚΤΡΟΘΕΡΜΟΚΑΥΤΗΡΙΑΣΗ (ΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΚΡΥΟΧΕΙΡΟΥΡΓΙΚΗΣ Ή ΧΕΙΡΟΥΡΓΙΚΗΣ ΜΕ ΛΕΙΖΕΡ Ή/ΚΑΙ ΕΚΤΟΜΗ ΜΕΣΑΙΩΝ ΟΓΚΩΝ ΤΗΣ ΟΥΡΟΔΟΧΟΥ ΚΥΣΤΗΣ (2,0 ΕΩΣ 5,0 CM);;;;;
5163;X684439;ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΜΕ ΗΛΕΚΤΡΟΘΕΡΜΟΚΑΥΤΗΡΙΑΣΗ (ΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΚΡΥΟΧΕΙΡΟΥΡΓΙΚΗΣ Ή ΧΕΙΡΟΥΡΓΙΚΗΣ ΜΕ ΛΕΙΖΕΡ Ή/ΚΑΙ ΕΚΤΟΜΗ ΜΕΓΑΛΩΝ ΟΓΚΩΝ ΤΗΣ ΟΥΡΟΔΟΧΟΥ ΚΥΣΤΗΣ;;;;;
5164;X684459;ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ ΜΕ ΕΙΣΑΓΩΓΗ ΡΑΔΙΕΝΕΡΓΗΣ ΟΥΣΙΑΣ ΜΕ Ή ΧΩΡΙΣ ΒΙΟΨΙΑ Ή ΗΛΕΚΤΡΟΘΕΡΜΟΚΑΥΤΗΡΙΑΣ;;;;;
5165;X684479;ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΜΕ ΔΙΑΣΤΟΛΗ ΟΥΡΟΔΟΧΟΥ ΚΥΣΤΗΣ ΓΙΑ ΔΙΑΜΕΣΗ ΚΥΣΤΙΤΙΔΑ· ΓΕΝΙΚΗ Η ΑΝΑΙΣΘΗΣΙΑ ΑΓΩΓΗΣ (ΣΠΟΝΔΥΛΙΚΗ );;;;;
5166;X684489;ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΜΕ ΔΙΑΣΤΟΛΗ ΟΥΡΟΔΟΧΟΥ ΚΥΣΤΗΣ ΓΙΑ ΔΙΑΜΕΣΗ ΚΥΣΤΙΤΙΔΑ· ΤΟΠΙΚΗ ΑΝΑΙΣΘΗΣΙΑ;;;;;
5167;X684499;ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΜΕ ΕΣΩΤΕΡΙΚΗ ΟΥΡΗΘΡΟΤΟΜΗ· ΘΗΛΥ;;;;;
5168;X684509;ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΜΕ ΕΣΩΤΕΡΙΚΗ ΟΥΡΗΘΡΟΤΟΜΗ· ΑΡΡΕΝ;;;;;
5169;X684511;ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΜΕ ΑΜΕΣΗ ΟΠΤΙΚΗ ΕΣΩΤΕΡΙΚΗ ΟΥΡΗΘΡΟΤΟΜΗ;;;;;
5170;X684513;ΚΥΣΤΕΟΟΥΡΗΘΡΟΣΚΟΠΗΣΗ, ΜΕ ΕΚΤΟΜΗ ΕΞΩΤΕΡΙΚΟΥ ΣΦΙΓΚΤΗΡΑ (ΣΦΙΓΚΤΗΡΟΤΟΜH);;;;;
5171;X684521;ΑΝΕΝΕΡΓΟΣ;;;;;
