Α/α;ΚΩΔΙΚΟΣ;ΤΕΛΙΚΕΣ ΟΝΟΜΑΣΙΕΣ ΙΑΤΡΙΚΩΝ ΠΡΑΞΕΩΝ;;;;;
9404;B316485;ΧΡΩΜΟΣΩΜΙΚΗ ΑΝΑΛΥΣΗ, ΕΠΙΠΡΟΣΘΕΤΗ ΜΕΛΕΤΗ ΥΨΗΛΟΥ ΔΙΑΧΩΡΙΣΜΟΥ. ΑΞΙΟΛΟΓΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9405;B316489;ΑΝΕΝΕΡΓΟΣ;;;;;
9406;B316505;ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΚΥΤΤΑΡΟΓΕΝΕΤΙΚΗ ΜΕΛΕΤΗ;;;;;
Ε.3;ΠΑΘΟΛΟΓΙΚΗ ΑΝΑΤΟΜΙΚΗ - ΓΕΝΕΤΙΚΗ;;;;;;
9407;B316507;ΕΠΙΠΕΔΟ Ι -  ΧΕΙΡΟΥΡΓΙΚΗ ΠΑΘΟΛΟΓΙΚΗ ΑΝΑΤΟΜΙΚΗ, ΜΑΚΡΟΣΚΟΠΙΚΗ ΕΞΕΤΑΣΗ ΜΟΝΟΝ;;;;;
9408;B316511;ΕΠΙΠΕΔΟ ΙΙ -  ΧΕΙΡΟΥΡΓΙΚΗ ΠΑΘΟΛΟΓΙΚΗ ΑΝΑΤΟΜΙΚΗ, ΜΑΚΡΟΣΚΟΠΙΚΗ ΚΑΙ ΜΙΚΡΟΣΚΟΠΙΚΗ ΕΞΕΤΑΣΗ ΠΕΡΙΛΑΜΒΑΝΕΙ: ΑΙΜΟΡΡΟΪΔΕΣ - ΑΚΡΟΠΟΣΘΙΑ ΣΕ ΝΕΟΓΕΝΝΗΤΟ - ΓΑΓΓΛΙΑΚΗ ΚΥΣΤΗ - ΓΑΓΓΛΙΟ ΣΥΜΠΑΘΗΤΙΚΟΥ - ΚΑΡΠΙΑΙΟ ΣΩΛΗΝΑ, ΙΣΤΟ- ΚΙΡΣΟΚΗΛΗ - ΚΟΛΠΙΚΟΣ ΒΛΕΝΝΟΓΟΝΟΣ (ΤΥΧΑΙΟ ΕΥΡΗΜΑ) - ΜΕΣΟΣΠΟΝΔΥΛΙΟ ΔΙΣΚΟ - ΟΡΧΕΙΣ (ΕΥΝΟΥΧΙΣΜΟΣ) - ΣΑΚΟ ΚΗΛΗΣ (ΟΠΟΙΑΣΔΗΠΟΤΕ ΕΝΤΟΠΙΣΗΣ) - ΣΑΚΟ ΥΔΡΟΚΗΛΗΣ (ΕΠΑΝΟΡΘΩΤΙΚΗ ΠΛΑΣΤΙΚΗ) - ΣΑΛΠΙΓΓΑ (ΣΤΕΙΡΩΣΗ) - ΣΚΩΛΗΚΟΕΙΔΗ ΑΠΟΦΥΣΗ (ΤΥΧΑΙΟ ΕΥΡΗΜΑ) - ΣΠΕΡΜΑΤΙΚΟ ΠΟΡΟ (ΣΤΕΙΡΩΣΗ) - ΥΔΑΤΙΔΑ ΚΥΣΤΗ MORGAGNI - ΦΛΕΒΑ, ΚΙΡΣΟΣ/ΟΙ;;;;;
9409;B316525;"ΕΠΙΠΕΔΟ VI - ΧΕΙΡΟΥΡΓΙΚΗ ΠΑΘΟΛΟΓΙΚΗ ΑΝΑΤΟΜΙΚΗ, ΜΑΚΡΟΣΚΟΠΙΚΗ ΚΑΙ 
ΜΙΚΡΟΣΚΟΠΙΚΗ ΕΞΕΤΑΣΗ ΠΕΡΙΛΑΜΒΑΝΕΙ: ΑΙΔΟΙΟ: ΟΛΙΚΗ 'H ΥΦΟΛΙΚΗ ΕΚΤΟΜΗ - ΑΚΡΟ, ΑΠΕΞΑΡΘΡΩΣΗ - ΑΜΥΓΔΑΛΗ, ΕΞΑΙΡΕΣΗ ΝΕΟΠΛΑΣΜΑΤΙΚΗΣ ΑΙΤΙΟΛΟΓΙΑΣ - ΓΑΣΤΡΕΚΤΟΜΗ: ΟΛΙΚΗ 'H ΥΦΟΛΙΚΗ ΝΕΟΠΛΑΣΜΑΤΙΚΗΣ ΑΙΤΙΟΛΟΓΙΑΣ - ΓΛΩΣΣΑ: ΕΞΑΙΡΕΣΗ ΝΕΟΠΛΑΣΜΑΤΙΚΗΣ ΑΙΤΙΟΛΟΓΙΑΣ - ΔΕΡΜΑ: ΕΥΡΕΙΑ ΕΚΤΟΜΗ, ΟΡΙΑ ΕΚΤΟΜΗΣ ΚΑΙ ΕΠΙΧΩΡΙΟΥΣ ΛΕΜΦΑΔΕΝΕΣ ΓΙΑ ΜΕΛΑΝΩΜΑ - ΕΓΚΕΦΑΛΟΣ: ΣΤΕΡΕΟΤΑΚΤΙΚΗ Ή ΜΗ ΒΙΟΨΙΑ - ΗΠΑΡ: ΒΙΟΨΙΑ ΔΙΑ ΒΕΛΟΝΗΣ - ΘΥΜΟ ΑΔΕΝΑ: ΟΓΚΟΣ - ΚΟΛΕΚΤΟΜΗ ΟΛΙΚΗ - ΚΟΛΕΚΤΟΜΗ ΤΜΗΜΑΤΙΚΗ ΓΙΑ ΟΓΚΟ - ΚΥΗΜΑ ΑΠΟΒΛΗΘΕΝ - ΛΑΡΥΓΓΕΚΤΟΜΗ: ΜΕΡΙΚΗ Ή ΟΛΙΚΗ - ΛΑΡΥΓΓΕΚΤΟΜΗ: ΜΕΡΙΚΗ Ή ΟΛΙΚΗ ΜΕ ΕΠΙΧΩΡΙΟΥΣ ΛΕΜΦΑΔΕΝΕΣ - ΛΑΡΥΓΓΕΚΤΟΜΗ: ΧΟΡΔΕΚΤΟΜΗ 'Η ΜΕΡΙΚΗ ΜΕ CO2 LASER - ΛΑΡΥΓΓΕΚΤΟΜΗ: ΧΟΡΔΕΚΤΟΜΗ 'Η ΜΕΡΙΚΗ ΜΕ CO2 LASER ΜΕ ΕΠΙΧΩΡΙΟΥΣ ΛΕΜΦΑΔΕΝΕΣ - ΛΕΜΦΑΔΕΝΑ: ΠΑΘΗΣΕΙΣ ΛΕΜΦΑΔΕΝΩΝ ΕΚΤΟΣ ΜΕΤΑΣΤΑΣΗΣ - ΛΕΠΤΟ ΕΝΤΕΡΟ: ΕΞΑΙΡΕΣΗ ΝΕΟΠΛΑΣΜΑΤΙΚΗΣ ΑΙΤΙΟΛΟΓΙΑΣ - ΜΑΛΑΚΑ ΜΟΡΙΑ: ΕΚΤΕΤΑΜΕΝΗ ΕΞΑΙΡΕΣΗ ΟΓΚΟΥ - ΜΑΣΤΕΚΤΟΜΗ ΜΕ ΕΠΙΧΩΡΙΟΥΣ ΛΕΜΦΑΔΕΝΕΣ - ΜΑΣΤΕΚΤΟΜΗ: ΜΕΡΙΚΗ 'Η ΑΠΛΗ ΜΕ ΟΔΗΓΟ (π.χ. HOOK) ΚΑΙ ΕΛΕΓΧΟ ΟΡΙΩΝ - ΜΕΣΟΘΩΡΑΚΙΟ, ΜΑΖΑ - ΜΕΤΑΜΟΣΧΕΥΣΗ ΟΠΟΙΟΥΔΗΠΟΤΕ ΟΡΓΑΝΟΥ, ΒΙΟΨΙΑ - ΜΟΣΧΕΥΜΑ: ΜΑΚΡΟΣΚΟΠΙΚΗ ΚΑΙ ΜΙΚΡΟΣΚΟΠΙΚΗ ΕΚΤΙΜΗΣΗ ΠΡΙΝ ΤΗ ΧΕΙΡΟΥΡΓΙΚΗ ΕΠΕΜΒΑΣΗ/ΜΕΤΑΜΟΣΧΕΥΣΗ - 
ΝΕΦΡΟ: ΒΙΟΨΙΑ ΔΙΑ ΒΕΛΟΝΗΣ - ΟΙΣΟΦΑΓΟ: ΜΕΡΙΚΗ 'Η ΟΛΙΚΗ ΕΞΑΙΡΕΣΗ - ΟΡΧΙ: 
ΕΞΑΙΡΕΣΗ ΟΓΚΟΥ - ΟΣΤΕΟΜΥΕΛΙΚΗ ΒΙΟΨΙΑ ΓΙΑ ΑΙΜΑΤΟΛΟΓΙΚΑ ΝΟΣΗΜΑΤΑ - ΟΣΤΟ 
ΓΙΑ ΟΓΚΟΥΣ (ΠΛΗΝ ΕΞΟΣΤΟΣΗΣ) ΚΑΙ ΟΓΚΟΜΟΡΦΕΣ ΕΞΕΡΓΑΣΙΕΣ - ΟΥΡΟΔΟΧΟ ΚΥΣΤΗ: 
ΜΕΡΙΚΗ Ή ΟΛΙΚΗ ΕΚΤΟΜΗ - ΠΑΓΚΡΕΑΣ: ΟΛΙΚΗ 'Η ΥΦΟΛΙΚΗ ΕΚΤΟΜΗ - 
ΠΝΕΥΜΟΝΕΚΤΟΜΗ (ΛΟΒΕΚΤΟΜΗ): ΟΛΙΚΗ Ή ΜΕΡΙΚΗ - ΠΡΟΣΤΑΤΕΚΤΟΜΗ ΡΙΖΙΚΗ - 
ΥΣΤΕΡΕΚΤΟΜΗ ΜΕΤΑ Ή ΑΝΕΥ ΕΞΑΡΤΗΜΑΤΩΝ ΝΕΟΠΛΑΣΜΑΤΙΚΗΣ ΑΙΤΙΟΛΟΓΙΑΣ";;;;;
9410;B316529;ΔΙΑΔΙΚΑΣΙΑ ΑΦΑΛΑΤΩΣΗΣ ΑΝΕΞΑΡΤΗΤΩΣ ΟΡΓΑΝΟΥ (ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΝΤΙΣΤΟΙΧΗΣ ΕΞΕΤΑΣΗΣ ΧΕΙΡΟΥΡΓΙΚΗΣ ΠΑΘΟΛΟΓΙΚΗΣ ΑΝΑΤΟΜΙΚΗΣ);;;;;
9411;B316531;ΕΙΔΙΚΕΣ ΙΣΤΟΧΗΜΙΚΕΣ ΧΡΩΣΕΙΣ (ΕΚΑΣΤΗ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΑΠΟ ΤΟΝ ΚΩΔΙΚΟ ΤΗΣ ΑΝΤΙΣΤΟΙΧΗΣ ΕΞΕΤΑΣΗΣ ΧΕΙΡΟΥΡΓΙΚΗΣ ΠΑΘΟΛΟΓΙΚΗΣ ΑΝΑΤΟΜΙΚΗΣ) ΟΜΑΔΑ Ι ΓΙΑ ΜΙΚΡΟΟΡΓΑΝΙΣΜΟΥΣ (π.χ. GRIDLEY, ACID FAST, METHENAMINE SILVER, GROCOTT, WARTHIN STARY, ZIEL NIELSEN, κ.ά.);;;;;
9412;B316533;ΕΙΔΙΚΕΣ ΙΣΤΟΧΗΜΙΚΕΣ ΧΡΩΣΕΙΣ (ΕΚΑΣΤΗ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΑΠΟ ΤΟΝ ΚΩΔΙΚΟ ΤΗΣ ΑΝΤΙΣΤΟΙΧΗΣ ΕΞΕΤΑΣΗΣ ΧΕΙΡΟΥΡΓΙΚΗΣ ΠΑΘΟΛΟΓΙΚΗΣ ΑΝΑΤΟΜΙΚΗΣ ΟΜΑΔΑ ΙI ΟΛΕΣ ΟΙ ΥΠΟΛΟΙΠΕΣ (π.χ. IRON, TRICHROME, MASSON FONTANA, ORCEIN, GRIMELIUS, PAS, PAS-διαστάση, ALCIAN BLUE-PAS, κ.ά.);;;;;
9413;B316535;ΕΙΔΙΚΕΣ ΙΣΤΟΧΗΜΙΚΕΣ ΧΡΩΣΕΙΣ (ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΑΠΟ ΤΟΝ ΚΩΔΙΚΟ ΤΗΣ ΑΝΤΙΣΤΟΙΧΗΣ ΕΞΕΤΑΣΗΣ ΧΕΙΡΟΥΡΓΙΚΗΣ ΠΑΘΟΛΟΓΙΚΗΣ ΑΝΑΤΟΜΙΚΗΣ) ΣΕ ΤΟΜΕΣ ΚΡΥΟΣΤΑΤΗ;;;;;
9414;B316543;"ΠΡΟΣΔΙΟΡΙΣΤΙΚΗ ΙΣΤΟΧΗΜΕΙΑ ΓΙΑ ΤΗΝ ΤΥΠΟΠΟΙΗΣΗ ΧΗΜΙΚΩΝ ΣΥΣΤΑΤΙΚΩΝ 
(π.χ. ΧΑΛΚΟΣ, ΨΕΥΔΑΡΓΥΡΟΣ, Fe, κ.ά.) ΕΚΑΣΤΗ";;;;;
9415;B316545;ΕΚΑΣΤΗ ΠΡΟΣΔΙΟΡΙΣΤΙΚΗ ΙΣΤΟΧΗΜΕΙΑ Ή ΚΥΤΤΑΡΟΧΗΜΕΙΑ ΓΙΑ ΤΗΝ ΤΥΠΟΠΟΙΗΣΗ ΕΝΖΥΜΙΚΩΝ ΣΥΣΤΑΤΙΚΩΝ;;;;;
9416;B316549;ΣΥΜΒΟΥΛΕΥΤΙΚΗ ΓΝΩΜΗ ΜΕ ΣΥΝΤΑΞΗ ΠΟΡΙΣΜΑΤΟΣ ΕΠΙ ΠΑΡΑΠΕΜΠΟΜΕΝΩΝ ΙΣΤΟΛΟΓΙΚΩΝ ΠΛΑΚΙΔΙΩΝ ΠΟΥ ΠΑΡΑΣΚΕΥΑΣΘΗΚΑΝ ΕΚΤΟΣ ΕΡΓΑΣΤΗΡΙΟΥ;;;;;
9417;B316553;"ΣΥΜΒΟΥΛΕΥΤΙΚΗ ΓΝΩΜΗ ΜΕ ΣΥΝΤΑΞΗ ΠΟΡΙΣΜΑΤΟΣ ΕΠΙ ΠΑΡΑΠΕΜΠΟΜΕΝΟΥ 
ΥΛΙΚΟΥ ΟΠΟΥ ΑΠΑΙΤΕΙΤΑΙ Η ΠΑΡΑΣΚΕΥΗ ΙΣΤΟΛΟΓΙΚΩΝ ΠΛΑΚΙΔΙΩΝ Ή/ΚΑΙ ΕΦΑΡΜΟΓΗ ΕΙΔΙΚΩΝ ΧΡΩΣΕΩΝ ΚΑΙ ΑΝΟΣΟΙΣΤΟΧΗΜΕΙΑΣ (ΕΠΙΠΛΕΟΝ ΚΩΔΙΚΟΙ)";;;;;
9418;B316557;ΛΕΠΤΟΜΕΡΗΣ ΣΥΜΒΟΥΛΕΥΤΙΚΗ ΓΝΩΜΗ ΜΕ ΣΥΝΤΑΞΗ ΠΟΡΙΣΜΑΤΟΣ ΕΠΙ ΠΑΡΑΠΕΜΠΟΜΕΝΟΥ ΥΛΙΚΟΥ ΠΟΥ ΑΠΑΙΤΕΙ ΑΝΑΣΚΟΠΗΣΗ ΥΛΙΚΩΝ ΙΑΤΡΙΚΩΝ ΑΡΧΕΙΩΝ;;;;;
9419;B316565;ΠΑΘΟΛΟΓΟΑΝΑΤΟΜΙΚΗ ΣΥΜΒΟΥΛΕΥΤΙΚΗ ΓΝΩΜΗ ΚΑΤΑ ΤΗ ΔΙΑΡΚΕΙΑ ΤΗΣ ΧΕΙΡΟΥΡΓΙΚΗΣ ΕΠΕΜΒΑΣΗΣ ;;;;;
9420;B316569;ΠΑΘΟΛΟΓΟΑΝΑΤΟΜΙΚΗ ΣΥΜΒΟΥΛΕΥΤΙΚΗ ΓΝΩΜΗ ΚΑΤΑ ΤΗ ΔΙΑΡΚΕΙΑ ΤΗΣ ΧΕΙΡΟΥΡΓΙΚΗΣ ΕΠΕΜΒΑΣΗΣ (ΤΑΧΕΙΑ ΒΙΟΨΙΑ) ΣΕ ΤΟΜΗ/ΕΣ ΚΡΥΟΣΤΑΤΗ, ΠΡΩΤH ΙΣΤΙΚH TOMΗ, ΜΟΝΗΡΕΣ ΔΕΙΓΜΑ ;;;;;
9421;B316571;ΠΑΘΟΛΟΓΟΑΝΑΤΟΜΙΚΗ ΣΥΜΒΟΥΛΕΥΤΙΚΗ ΓΝΩΜΗ ΚΑΤΑ ΤΗ ΔΙΑΡΚΕΙΑ ΤΗΣ ΧΕΙΡΟΥΡΓΙΚΗΣ ΕΠΕΜΒΑΣΗΣ (ΤΑΧΕΙΑ ΒΙΟΨΙΑ) ΣΕ ΤΟΜΗ/ΕΣ ΚΡΥΟΣΤΑΤΗ, ΕΚΑΣΤΗ ΕΠΙΠΡΟΣΘΕΤΗ ΤΟΜΗ/ΕΣ ΙΣΤΟΥ ΑΛΛΗΣ ΘΕΣΗΣ ΤΟΥ ΙΔΙΟΥ ΟΡΓΑΝΟΥ Ή ΙΣΤΟΥ;;;;;
9422;B316573;ΠΑΘΟΛΟΓΟΑΝΑΤΟΜΙΚΗ ΣΥΜΒΟΥΛΕΥΤΙΚΗ ΓΝΩΜΗ ΚΑΤΑ ΤΗ ΔΙΑΡΚΕΙΑ ΤΗΣ ΧΕΙΡΟΥΡΓΙΚΗΣ ΕΠΕΜΒΑΣΗΣ (ΤΑΧΕΙΑ ΒΙΟΨΙΑ) ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ (π.χ. ΕΝΤΥΠΩΜΑ, ΕΠΙΧΡΙΣΜΑ ΣΥΝΘΛΙΨΗΣ) ΑΡΧΙΚΗ ΘΕΣΗ;;;;;
9423;B316575;ΠΑΘΟΛΟΓΟΑΝΑΤΟΜΙΚΗ ΣΥΜΒΟΥΛΕΥΤΙΚΗ ΓΝΩΜΗ ΚΑΤΑ ΤΗ ΔΙΑΡΚΕΙΑ ΤΗΣ ΧΕΙΡΟΥΡΓΙΚΗΣ ΕΠΕΜΒΑΣΗΣ (ΤΑΧΕΙΑ ΒΙΟΨΙΑ), ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ (π.χ. ΕΝΤΥΠΩΜΑ, ΕΠΙΧΡΙΣΜΑ ΣΥΝΘΛΙΨΗΣ) ΕΚΑΣΤΗ ΕΠΙΠΡΟΣΘΕΤΗ ΘΕΣΗ;;;;;
9424;B316591;ΑΝΟΣΟΪΣΤΟ/ΚΥΤΤΑΡΟΧΗΜΙΚΗ ΔΙΕΡΕΥΝΗΣΗ ΣΕ ΠΛΑΚΙΔΙΑ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΑΝΟΣΟΫΠΕΡΟΞΕΙΔΑΣΗΣ. ΤΕΧΝΙΚΟ ΜΕΡΟΣ, ΑΠΑΞ ΓΙΑ ΕΚΑΣΤΟ ΠΕΡΙΣΤΑΤΙΚΟ;;;;;
9425;B316599;ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΣΩΜΑΤΟΣ ΜΕ ΑΝΟΣΟΦΘΟΡΙΣΜΟ ΣΕ ΠΛΑΚΙΔΙΑ, ΕΚΑΣΤΟ ΑΝΤΙΣΩΜΑ, ΑΜΕΣΗ ΜΕΘΟΔΟΣ. ΤΕΧΝΙΚΟ ΜΕΡΟΣ;;;;;
9426;B316601;ΑΝΙΧΝΕΥΣΗ ΑΝΤΙΣΩΜΑΤΟΣ ΜΕ ΑΝΟΣΟΦΘΟΡΙΣΜΟ ΣΕ ΠΛΑΚΙΔΙΑ, ΕΚΑΣΤΟ ΑΝΤΙΣΩΜΑ, ΕΜΜΕΣΗ ΜΕΘΟΔΟΣ. ΤΕΧΝΙΚΟ ΜΕΡΟΣ;;;;;
9427;B316603;ΔΙΑΓΝΩΣΤΙΚΗ ΗΛΕΚΤΡΟΝΙΚΗ ΜΙΚΡΟΣΚΟΠΙΑ. ΑΞΙΟΛΟΓΗΣΗ ΜΕ ΕΚΘΕΣΗ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ;;;;;
9428;B316605;ΗΛΕΚΤΡΟΝΙΚΗ ΜΙΚΡΟΣΚΟΠΙΑ ΣΑΡΩΣΗΣ. ΑΞΙΟΛΟΓΗΣΗ ΜΕ ΕΚΘΕΣΗ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ;;;;;
9429;B316617;ΜΟΡΦΟΜΕΤΡΙΚΗ ΑΝΑΛΥΣΗ ΣΚΕΛΕΤΙΚΟΥ ΜΥΟΣ, ΕΡΜΗΝΕΙΑ - ΕΚΘΕΣΗ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ;;;;;
9430;B316619;ΜΟΡΦΟΜΕΤΡΙΚΗ ΑΝΑΛΥΣΗ ΝΕΥΡΟΥ, ΕΡΜΗΝΕΙΑ - ΕΚΘΕΣΗ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ;;;;;
9431;B316623;ΜΟΡΦΟΜΕΤΡΙΚΗ ΑΝΑΛΥΣΗ DNA ΠΛΟΕΙΔΙΑΣ ΟΓΚΟΥ, ΕΡΜΗΝΕΙΑ - ΕΚΘΕΣΗ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ;;;;;
9432;B316627;ΜΟΡΦΟΜΕΤΡΙΚΗ ΑΝΑΛΥΣΗ ΑΝΟΣΟΪΣΤΟ/ΚΥΤΤΑΡΟΧΗΜΙΚΗΣ ΜΕΛΕΤΗΣ ΟΓΚΟΥ Ή ΜΗ ΝΕΟΠΛΑΣΜΑΤΙΚΟΥ ΙΣΤΟΥ (π.χ. HER2-NEU ΥΠΟΔΟΧΕΑ Ή ΟΙΣΤΡΟΓΟΝΙΚΩΝ/ΠΡΟΓΕΣΤΕΡΟΝΙΚΩΝ ΥΠΟΔΟΧΕΩΝ κ.ά.), ΗΜΙΠΟΣΟΤΙΚΗ, ΜΗ ΑΥΤΟΜΑΤΟΠΟΙΗΜΕΝΗ ΜΕΘΟΔΟΣ, ΕΚΑΣΤΟ ΑΝΤΙΣΩΜΑ, ΕΡΜΗΝΕΙΑ - ΕΚΘΕΣΗ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ;;;;;
9433;B316629;ΜΟΡΦΟΜΕΤΡΙΚΗ ΑΝΑΛΥΣΗ ΑΝΟΣΟΪΣΤΟ/ΚΥΤΤΑΡΟΧΗΜΙΚΗΣ ΜΕΛΕΤΗΣ ΟΓΚΟΥ 'Η ΜΗ ΝΕΟΠΛΑΣΜΑΤΙΚΟΥ ΙΣΤΟΥ (π.χ. HER2-NEU ΥΠΟΔΟΧΕΑ Ή ΟΙΣΤΡΟΓΟΝΙΚΩΝ/ΠΡΟΓΕΣΤΕΡΟΝΙΚΩΝ ΥΠΟΔΟΧΕΩΝ κλπ.), ΠΟΣΟΤΙΚΗ, ΥΠΟΒΟΗΘΟΥΜΕΝΗ ΑΠΟ ΥΠΟΛΟΓΙΣΤΗ, ΕΚΑΣΤΟ ΑΝΤΙΣΩΜΑ, ΕΡΜΗΝΕΙΑ - ΕΚΘΕΣΗ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ;;;;;
9434;B316631;ΠΡΟΕΤΟΙΜΑΣΙΑ ΝΕΥΡΟΥ ΜΕ ΔΙΑΧΩΡΙΣΜΟ ΝΕΥΡΙΚΩΝ ΙΝΩΝ;;;;;
9435;B316637;ΦΘΟΡΙΖΩΝ IN SITU ΥΒΡΙΔΙΣΜΟΣ (FISH) ΓΙΑ ΑΡΙΘΜΗΤΙΚΕΣ Ή ΔΟΜΙΚΕΣ ΑΝΩΜΑΛΙΕΣ ΓΟΝΙΔΙΩΝ 'Η ΧΡΩΜΟΣΩΜΑΤΩΝ, ΣΕ ΚΥΤΤΑΡΟΛΟΓΙΚΟ Ή ΙΣΤΟΛΟΓΙΚΟ ΥΛΙΚΟ, ΕΚΑΣΤΟΣ ΙΧΝΗΘΕΤΗΣ (ΤΕΧΝΙΚΟ ΜΕΡΟΣ);;;;;
9436;B316641;ΜΟΡΦΟΜΕΤΡΙΚΗ ΑΝΑΛΥΣΗ IN SITU ΥΒΡΙΔΙΣΜΟΥ (FISH, CISH, SISH, GISH) DNA Ή RNA (ΠΟΣΟΤΙΚΗ ΜΕΘΟΔΟΣ), ΣΕ ΙΣΤΟΛΟΓΙΚΟ / ΚΥΤΤΑΡΟΛΟΓΙΚΟ ΥΛΙΚΟ, ΥΠΟΒΟΗΘΟΥΜΕΝΗ ΑΠΟ ΥΠΟΛΟΓΙΣΤΗ, ΕΚΑΣΤΟΣ ΙΧΝΗΘΕΤΗΣ, ΕΡΜΗΝΕΙΑ - ΕΚΘΕΣΗ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ;;;;;
9437;B316643;ΜΟΡΦΟΜΕΤΡΙΚΗ ΑΝΑΛΥΣΗ IN SITU ΥΒΡΙΔΙΣΜΟΥ (FISH, CISH, SISH, GISH) DNA  Ή RNA (ΗΜΙΠΟΣΟΤΙΚΗ ΜΕΘΟΔΟΣ), ΣΕ ΙΣΤΟΛΟΓΙΚΟ / ΚΥΤΤΑΡΟΛΟΓΙΚΟ ΥΛΙΚΟ, ΜΗ ΑΥΤΟΜΑΤΟΠΟΙΗΜΕΝΗ ΜΕΘΟΔΟΣ, ΕΚΑΣΤΟΣ ΙΧΝΗΘΕΤΗΣ, ΕΡΜΗΝΕΙΑ - ΕΚΘΕΣΗ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ;;;;;
9438;B316649;ΠΡΩΤΕΙΝΙΚΗ ΑΝΑΛΥΣΗ ΙΣΤΟΛΟΓΙΚΟΥ Ή ΚΥΤΤΑΡΟΛΟΓΙΚΟΥ ΥΛΙΚΟΥ ΜΕ ΜΕΘΟΔΟ WESTERN BLOT - ΤΕΧΝΙΚΟ ΜΕΡΟΣ;;;;;
9439;B316651;ΠΡΩΤΕΪΝΙΚΗ ΑΝΑΛΥΣΗ ΙΣΤΟΥ ΜΕ ΜΕΘΟΔΟ WESTERN BLOT ΑΝΟΣΟΛΟΓΙΚΗ ΤΥΠΟΠΟΙΗΣΗ ΠΡΩΤΕΪΝΙΚΗΣ ΖΩΝΗΣ ΗΛΕΚΤΡΟΦΟΡΗΣΗΣ ΜΕ ΧΡΗΣΗ ΧΗΜΕΙΟΦΩΤΑΥΓΕΙΑΣ, ΕΚΑΣΤΟ ΑΝΤΙΣΩΜΑ. ΕΡΜΗΝΕΙΑ - ΕΚΘΕΣΗ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ;;;;;
9440;B316667;ΜΙΚΡΟEKΤΟΜΗ (δηλ. ΠΡΟΕΤΟΙΜΑΣΙΑ ΔΕΙΓΜΑΤΟΣ ΑΠΟ ΜΙΚΡΟΣΚΟΠΙΚΑ ΑΝΑΓΝΩΡΙΣΜΕΝΟ ΣΤΟΧΟ), EKTOMH KAI ΣΥΛΛΗΨΗ ΜΕ LASER ΜΕ ΕΡΜΗΝΕΙΑ - ΕΚΘΕΣΗ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ;;;;;
9441;B316669;ΜΙΚΡΟΕΚΤΟΜΗ (δηλ. ΠΡΟΕΤΟΙΜΑΣΙΑ ΔΕΙΓΜΑΤΟΣ ΑΠΟ ΜΙΚΡΟΣΚΟΠΙΚΑ ΑΝΑΓΝΩΡΙΣΜΕΝΟ ΣΤΟΧΟ), ΜΗ ΑΥΤΟΜΑΤΟΠΟΙΗΜΕΝΗ ΜΕ ΕΡΜΗΝΕΙΑ - ΕΚΘΕΣΗ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ;;;;;
9442;B316675;"ΑΞΙΟΛΟΓΗΣΗ ΠΟΛΛΑΠΛΩΝ ΜΟΡΙΑΚΩΝ ΙΧΝΗΘΕΤΩΝ, 11 ΕΩΣ 50 ΙΧΝΗΘΕΤΕΣ, 
ΒΑΣΙΖΟΜΕΝΗ ΣΕ cDNA ΜΙΚΡΟΣΥΣΤΟΙΧΙΕΣ ΜΕ ΕΡΜΗΝΕΙΑ - ΕΚΘΕΣΗ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ";;;;;
